An in-silico approach for discovery of microRNA-TF regulation of DISC1 interactome mediating neuronal migration.,"DISC1,neuronal migration,regulation,proteins,DISC1,transcription,transcriptional control,DISC1,neuronal migration,cellular,DISC1,regulation,DISC1,STAT3,proteins,neuronal migration,DISC1,TAL1,neurodevelopment,gene expression,neuronal migration,TCF3,neuronal migration,neuronal migration,DISC1,schizophrenia 1,Neuronal migration,neuronal migration",31098296
Sevoflurane inhibits neuronal migration and axon growth in the developing mouse cerebral cortex.,"Sevoflurane,axon growth,neuronal migration,mouse,axon,mouse cerebral cortex,neuron migration,axon,neuronal migration,anesthesia,neuronal migration,memory,axon,sevoflurane,embryonic,Netrin-1/Deleted in Colorectal Cancer,mice,brain,sevoflurane,Netrin-1,neuron,behavioral,neuronal migration,anesthesia,Colorectal Cancer,water,proteins,Cortical,migration,Nova2 shRNA,expression,mice,axon,Nova2,lissencephaly,sevoflurane,neural development,neuronal migration,reduced neuro-oncological ventral antigen 2,embryonic,utero,Nova2,Nova2,Dcc,fetal brain",32271715
MARVELD1 depletion leads to dysfunction of motor and cognition via regulating glia-dependent neuronal migration during brain development.,"MARVELD1,neuronal migration,brain,brain development,glia,cognition,MARVELD1,FAK,mouse brain,brain,cerebellum,expression,impaired,glial,signalling pathway,neuronal migration,MARVELD1,cells,brain,neurons,apoptosis,brain development,MARVELD1,glia,FAK,formation,neuronal migration,cognition,neuronal migration,glial cells,neuronal migration,MARVELD1,inhibition,MARVELD1,neuronal migration,brain,maturation,cerebral cortex,bases,FAK,mice,fibres,phosphorylation,MARVELD1 KO,brain development,neuronal migration disorders,MARVELD1,neuronal migration,brain,signalling pathway,neuronal migration,mice,expression,neuronal migration,cerebellum,neuronal migration,cognitive dysfunction,brain development,mice",30250269
"Neuronal Migration Generates New Populations of Neurons That Develop Unique Connections, Physiological Properties and Pathologies.","Neuronal Migration,Neurons,inner ear,glia,migration,motor neurons,formation,neuroblasts,neurons,eyelids,facial,granule,eyes,medulloblastoma,palpebrae,migration,inner ear,caudal,ocular,spiral ganglion,neurons,cells,ventricle,cells,granule cell,granule cell,glia,migration,neurons,motor neurons,midline,motor neuron,layer,inner ear,expressed,cells,nervous,humans,cell,migration,Central nervous system,ganglion,migration,cells,migration,Neuroblasts,superior rectus,migration,glia,neurons,granule,cell,layer,innervation,pathology,tumor,muscles",31069224
Temporal Characterization of Neuronal Migration Behavior on Chemically Patterned Neuronal Circuits in a Defined <i>in Vitro</i> Environment.,"Neuronal Migration,translocation,neuronal migration,neurons,neurons,phalloidin,cell,maturation,somal translocation,neuronal migration,tubulin,neuronal migration,tissues,propyl,neurons,neuron,development,neurite,biochemical mechanisms,cytoskeletal,development,microtubules,nervous system,migration,neurons,nervous,formation,diethylenetriamine,actin filaments,neurons,development,cells,development,neuronal migration,cell migration,DETA,migration",31475239
Contactin-1/F3 Regulates Neuronal Migration and Morphogenesis Through Modulating RhoA Activity.,"RhoA,Contactin-1,Morphogenesis,Neuronal Migration,cortical,development,axon,adhesion,formation,adhesion,Cntn1 KD,neural stem cells,expressed,cell adhesion,neurite outgrowth,neuronal migration,Contactin-1/F3,cell,upregulation,neurite,RhoA,myelination,neuronal migration,RhoA signaling pathway,neuronal migration,arrested,Cntn1,axon guidance,cortical,layers,Cntn1,RhoA,adhesion,development,nervous system,utero,cortical,adhesion,protein,cell adhesion,RhoA,migration,Cntn1 KD,neurons,nervous,ventricular,neural cell,cells,cerebral cortex,neurons,brain,expression,RhoA,cells,neurons,Cntn1 KD,Cntn1,cells,neuronal migration,signaling pathway,formation,neuronal migration,Cntn1",30515076
N-cadherin provides a <i>cis</i> and <i>trans</i> ligand for astrotactin that functions in glial-guided neuronal migration.,"cis,ligand,N-cadherin,glial,neuronal migration,astrotactin,cells,Expression,impaired,granule,Granule cell,glial,glial,Cdh2,glial,glia,Cdh2,N-cadherin,cell,neuron,binds,binding,glial,Cdh2,glial,neuronal migration,CDH2,granule,cerebellar,migration,ASTN1,glial,adhesion,CDH2,ASTN1,CDH2,mutant,migration,ASTN1,neuronal migration,cis,ASTN1,bind,ASTN1,granule,cerebellar,ASTN1,cells,neuron,glial,astrotactin,CNS,cell migration,neuronal receptor,Cdh2,CDH2,cell,glia,cell-cell adhesion,CDH2,glia,cells,migration",30262652
Effects of N-cadherin on neuronal migration during chicken optic tectum development.,"chicken,optic tectum,neuronal migration,N-cadherin,tectum,development,optic tectum,optic tectum,neuronal migration,formation,tectum,layer,N-cadherin,N-cadherin,optic tectum,neuronal migration,layer,embryo,axons,neurons,chicken,N-cadherin,neural development,neurons,cells,optic tectum,optic tectum,tectum,embryo development,development,N-cadherin,overexpression,chicken,tectum,neuronal migration,neuronal migration,neuronal migration,N-cadherin,neurons,N-cadherin,cadherin family,N-cadherin,N-cadherin,neurons,tectum,N-cadherin,tectum,inhibition",30250974
HIF-1α/SDF-1/CXCR4 axis reduces neuronal apoptosis via enhancing the bone marrow-derived mesenchymal stromal cell migration in rats with traumatic brain injury.,"mesenchymal stromal cell,SDF-1,HIF-1α,brain,rats,CXCR4,axis,apoptosis,cell migration,bone marrow,SDF-1,repair,HIF-1α,CXCR4,migration,expression,migration,CXCR4,CXCR4,overexpression,apoptosis,rats,HIF-1α,HIF-1α,axis,SDF-1,SDF-1,HIF-1α,SDF-1,rat,brain,axis,rats,apoptosis,CXCR4,apoptosis,HIF-1α,HIF-1α,CXCR4,neurons,apoptosis,downregulation,migration,SDF-1,apoptosis,nuclei,transplanted,CXCR4,axis,bone marrow,SDF-1,rats,axis,rats,rat,p65,HIF-1α,rats,migration,inhibition,HIF-1α,rats,rats,SDF-1,migration,NF-κB,SDF-1,CXCR4,cells,hippocampal,neuron",32165091
Control of Neuronal Migration and Aggregation by Reelin Signaling in the Developing Cerebral Cortex.,"Neuronal Migration,Cerebral Cortex,Signaling,Reelin,neuronal migration,protein,lissencephaly,translocation,Reelin,locomotion,lateral ventricle,signaling,ApoER2,marginal zone,migration,formation,neocortex,phosphorylation,migration,cerebral neocortex,neurons,neurons,migration,Reelin,Reelin,transition,layered,reach,Reelin,development,neuronal migration,migration,VLDLR,Reelin,binding,neuronal migration,marginal zone,translocation,extracellular,cortical,bipolar neurons,Dab1 adaptor protein,exerts,neurons,secreted,N-cadherin,signaling,periventricular heterotopia,development,cortical,neuronal migration,protein,expressed,Reelin",28507985
CDYL Deficiency Disrupts Neuronal Migration and Increases Susceptibility to Epilepsy.,"Neuronal Migration,CDYL,Epilepsy,psychiatric disorders,brain development,mice,cortical,neuronal migration,RhoA,CDYL,migration,CDYL,formation,CDYL,mice,neurons,Chromodomain Y-like,transition,neuronal migration,seizures,neuronal migration,seizure,neuronal migration,CDYL,neuronal migration,pathogenesis,neuronal migration,neurons,brain,excitability,neurons",28076783
Genetic and Molecular Approaches to Study Neuronal Migration in the Developing Cerebral Cortex.,"Neuronal Migration,Cerebral Cortex,cortex,brain,neuronal migration,formation,brain function,brain,cells,neuronal migration,neuronal migration,neuronal migration,migration,cortex,brain,brain,brain,brain,cerebral cortex,neuronal migration,cerebral cortex,neuronal migration,development,formation,formation",28475113
Aberrant expression of LIMK1 impairs neuronal migration during neocortex development.,"neocortex development,LIMK1,neuronal migration,neocortex,expression,cofilin,LIMK1,neurons,coordination,neuronal migration,LIMK1-CA,neuronal migration,migration,LIMK1-DN,LIMK1-DN,formation,LIMK1,cofilin-S3A,expression,neuronal migration,LIMK1-CA,neurons,protein,regulation,mouse brain,serine,utero,serine/threonine protein kinase,impaired,LIMK1,threonine,actin depolymerization factor,neuronal migration,cytoskeletal,LIMK1-WT,LIMK1-CA,cytoskeleton,mouse,embryonic,actin depolymerization,phosphorylation,layers,Neuronal migration,transfection,cortical,LIMK1,LIMK1,LIMK1,cofilin,LIMK1",27844143
"A Peptide Link Between Human Cytomegalovirus Infection, Neuronal Migration, and Psychosis.","Cytomegalovirus Infection,Neuronal Migration,Human Cytomegalovirus,Peptide,Psychosis,HCMV,dentate gyrus,neuronal migration,infection,HCMV,human,neuronal migration,adhesion,infection,neuronal migration,peptides,mental disorders,hippocampus,proteins,fetus,Psychosis,protein,HCMV,neuronal migration,human,proteins,neuronal migration,cell adhesion,human,syndromes,brain,HCMV,human cytomegalovirus,psychosis,cell,neurotransmission,brain,brain,HCMV,proteins,psychotic,psychosis,infection,peptides,neurogenesis,autoimmune,infection,mental disorders,psychological,HCMV",32457660
Neuronal migration in the CNS during development and disease: insights from <i>in vivo</i> and <i>in vitro</i> models.,"CNS,Neuronal migration,development,embryonic,human,cortical,brain malformations,development,cellular,neuronal migration disorders,neuronal migration,human,Neuronal migration,neuronal migration,cerebral cortex,brain,brain development,brain",30626593
"Gli3 Regulates Vomeronasal Neurogenesis, Olfactory Ensheathing Cell Formation, and GnRH-1 Neuronal Migration.","GnRH-1,Neuronal Migration,Neurogenesis,Formation,Cell,Olfactory,Gli3,cells,GnRH-1,brain,KS,Gli3,development,olfactory,nasal mucosa,development,development,neuronal migration,pathways,neurogenesis,Gli3,GnRH-1,Ascl-1,neuronal migration,nasal mucosa,vomeronasal organ,Ascl-1,formation,mice,neuronal migration,development,achaete-scute family bHLH transcription factor 1,Gli3 mutants,Gli3,hormone,GnRH-1,GnRH-1,development,scute,development,cells,olfactory,transcription,ontogeny,olfactory,transcription,formation,GnRH-1ns,sup,GnRH-1,GnRH-1,Gli3,Ascl-1,neurogenesis,toe,Gli3,GnRH-1ns,brain,transcription,Gli3 mutants,nasal mucosa,Ascl-1,development,cells,Gli3,human,olfactory,olfactory system,Gli3,Gli3,Ascl-1,migration,development,development,GnRH-1,Kallmann syndrome,GnRH-1,VNO,development,Ascl-1,development,Gli3,olfactory,neurogenesis,neuronal migration,Ascl-1,neurons,KS,human,GnRH-1,nasal mucosa,GnRH-1,fertility",31767679
Both insufficient and excessive glucocorticoid receptor-mediated signaling impair neuronal migration.,"glucocorticoid receptor,signaling,neuronal migration,glucocorticoid,expression,protein,GCs,brain,GRs,protein,brain,neuronal migration,impaired,GR,glucocorticoid receptors,development,GR,brain development,neuronal migration,GR,glucocorticoid,GR,GR,overexpression,neurons,GR,brain development,signaling,steroid hormones,GR,Glucocorticoids,RhoA,GR,GR,signaling,GR,glucocorticoids,transition,RhoA protein,binding,human,RhoA,neurons,brain,human body,neuronal migration,neuronal migration,brain development,GR",31176306
Abundant Focal Adhesion Kinase Causes Aberrant Neuronal Migration Via Its Phosphorylation at Tyr925.,"Phosphorylation,Focal Adhesion,Adhesion,Neuronal Migration,FAK,mice,overexpression,FAK,adhesions,FAK Y925F mutant,phosphorylation,embryogenesis,neuronal migration,cell motility,cerebral cortex development,cytoplasm,phosphorylation,FAK,FAK,cerebral cortex,neuronal migration,FAK,FAK,mutant,FAK,expression,FAK,focal adhesions,vinculin,cell,impaired,FAK,overexpression,focal adhesion kinase,FAK,neuronal migration,neurons,phosphorylation,neuronal migration,neuronal migration,focal adhesion",29209901
Cortactin deacetylation by HDAC6 and SIRT2 regulates neuronal migration and dendrite morphogenesis during cerebral cortex development.,"dendrite,cerebral cortex development,deacetylation,dendrite morphogenesis,HDAC6,neuronal migration,SIRT2,Cortactin,cerebral cortex,cortactin,HDAC6,HDAC6,Neurons,cerebral cortex,dendrite morphogenesis,HDAC6,migration,HDAC6,neurons,neurons,dendrite,ectopic expression,neuronal migration,cerebral cortex,cerebral cortex development,dendrite,histone deacetylase HDAC6,dendrite,dendrites,dendrite,wild type cortactin,cortactin 9KQ,SIRT2,cerebral cortex development,cells,cerebral cortex,acetyl,neurons,deacetylation,deacetyl-mimetic cortactin 9KR,HDAC6,neurons,apical dendrite,SIRT2,deacetylation,dendrite,neurons,expression,dendrite morphogenesis,NAD,cortactin 9KQ,dendrite development,cells,HDAC6,neuronal migration,histone deacetylase,SIRT2 shRNA,formation,HDAC6,dendrite development,acetyl-mimetic cortactin 9KQ,cytoplasmic,layer,dendritic,cerebral cortex development,cerebral cortex,cortactin,sup,Golgi,neuronal migration,neurons,dendritic,growth,Golgi,dendrite development,dendrite,SIRT2,Golgi",32711564
"Defective neuronal migration and inhibition of bipolar to multipolar transition of migrating neural cells by Mesoderm-Specific Transcript, Mest, in the developing mouse neocortex.","mouse,neuronal migration,neocortex,transition,Mesoderm,cells,inhibition,miR-335,neocortex,developmental disorders,migration,neurons,Akt,differentiation,signaling,formation,neurons,migration,neurons,lissencephaly,neuronal migration,bipolar neurons,mouse,migration,neurons,differentiation,formation,neocortex,ventricular,glia,neuronal migration,blocking,cortical,transition,Brain,neocortex,migration,cerebral cortex,neuronal migration,cells,expression,neurons,migration,embryonic,transition,Mest gene,utero,neurons,cortical,neurons,cerebral",28501506
ApoER2 Controls Not Only Neuronal Migration in the Intermediate Zone But Also Termination of Migration in the Developing Cerebral Cortex.,"Migration,Cerebral Cortex,ApoER2,Neuronal Migration,cell,Reelin,neurons,signaling,extracellular protein Reelin,mice,formation,protein,Akt,MZ,development,cortical,migration,layered,ApoER2,low-density lipoprotein,apolipoprotein E receptor 2,binding,neocortex,neurons,neuronal migration,development,apolipoprotein,brain,Rap1,extracellular,signaling,Akt,Apoer2 KO,Reelin,ApoER2,exerts,neurons,migration,MZ,low-density lipoprotein receptor,brain,cortical,MZ,ApoER2,neurons,Neuronal migration,neuronal migration,neuronal migration,ApoER2,marginal zone,neocortex,Apoer2,cellular,neuronal migration,migration",27909010
Impairment in dynein-mediated nuclear translocation by BICD2 C-terminal truncation leads to neuronal migration defect and human brain malformation.,"human,truncation,Impairment,BICD2 C,neuronal migration,brain malformation,nuclear translocation,brain,dynein,translocation,neuronal migration,neuronal migration,brain development,lissencephaly,nucleus,neuronal migration,BICD2 missense variants,neuronal migration,translocation,impaired,spinal muscular atrophy,embryos,BicD2,brain malformations,neurons,muscular atrophy,patient,centrosome,dynein,human,BicD2,neuronal migration,lissencephaly,BICD2 variant p,nucleus,mutant,utero,cells,brain,BicD2,nuclear envelope,recruitment,translocation,SMA,BicD2,mouse,protein,nuclear translocation,NE,lissencephaly,centrosome,SMA,translocation,NE,brain,nuclear translocation,movement,nuclear translocation,centrosome",32665036
Neuronal Migration and AUTS2 Syndrome.,"Neuronal Migration,Syndrome,psychiatric disorders,neuronal migration,brain,transcription,neuronal migration,epilepsy,actin cytoskeleton,mental dysfunction,autism spectrum disorders,pathology,Cytoplasmic,neuronal migration,ASD,human,PRC1,schizophrenia,brain,brain development,AUTS2 protein,molecular function,Neuronal migration,Autism,neuronal migration,neurite,Cytoplasmic AUTS2,protein",28505103
In Utero Bisphenol A Exposure Induces Abnormal Neuronal Migration in the Cerebral Cortex of Mice.,"Cerebral Cortex,Mice,Neuronal Migration,Utero,Bisphenol A,cortical,brain,Bisphenol A,brain function,brain,neuronal migration,brain development,BPA,neuronal migration,cortical,cerebral cortex,neuronal migration,neurons,neuronal migration,neuronal migration,BPA,reproductive,mice,neuronal migration,utero,TrkB,utero,utero,embryonic,Cerebral cortex,layer,endocrine,BPA,BPA,BPA,BPA,BPA,BPA,behavioral,BPA",26869994
Posterior Neocortex-Specific Regulation of Neuronal Migration by CEP85L Identifies Maternal Centriole-Dependent Activation of CDK5.,"Neocortex,Regulation of Neuronal Migration,Centriole,CDK5,KIF2A,migration,tubulin-binding and -regulating proteins,cortex,proteins,neuronal migration,migration,neuronal migration,neuronal migration,microtubule cytoskeleton organization,tubulin,human,tubulin,neuronal migration disorders,migration,microtubule cytoskeleton,CDK5,centrosome,cell,proteins,DYNC1H1,localization,NDE1,syndrome,proteins,CDK5,proteins,tubulin proteins,CDK5,LIS1,binding,migration,centriole",32097629
Stigmasterol promotes neuronal migration via reelin signaling in neurosphere migration assays.,"Stigmasterol,signaling,neuronal migration,reelin,migration,ST,DHC,Reln,hydrogen,ST,ST,signaling molecules,dynein,JNK,ST,ST,neuronal migration,ST,ST,doublecortin,rat,cortical,c-Jun N-terminal kinase,migration,CNS,migration,neurons,neurons,signaling,signaling,docking,Reelin,ST,Reln,phytosterol,neurons,movement,dynein heavy chain,neuronal migration,DCX,Jun N-terminal kinase,migration,CNS disorders,Relin receptor ApoER2,Stigmasterol",30433855
JIP3 regulates neuronal radial migration by mediating TrkB axonal anterograde transport in the developing cerebral cortex.,"TrkB,migration,cerebral cortex,JIP3,anterograde transport,neurons,neurons,cortical,neurons,development,TrkB,brain development,utero,anterograde transport,JIP3,neuronal migration,brain,differentiation,embryo,c-Jun NH2-terminal kinase,JIP3,neurogenesis,migration,brain,JIP3,migration,migration,expressed,regulation,cortical,JNK,cortical,embryonic,cerebral cortex,mice,migration,migration,mouse,JIP3,protein,migration",28259553
The spinal muscular atrophy with pontocerebellar hypoplasia gene VRK1 regulates neuronal migration through an amyloid-β precursor protein-dependent mechanism.,"amyloid-β precursor protein,pontocerebellar hypoplasia,neuronal migration,protein,VRK1,muscular atrophy,spinal muscular atrophy,amyloid,human,Vaccinia,proliferation,SMA,VRK1-R358X,cell cycle regulation,human,founder mutation,nonsense mutation,migration,amyloid,APP,impairment,muscular atrophy,migration,carcinogenesis,neuronal migration,VRK1,VRK1,downregulation,VRK1,protein,SMA,neuronal migration,mouse,stem cell proliferation,cell cycle,VRK1,SMA,VRK1 protein,cortical,Expression,dead,Vaccinia-related kinase 1,pontocerebellar hypoplasia,utero,overexpression,stem cell,cell cycle,cellular,VRK1,Vrk1,VRK1-R358X,serine/threonine protein kinase,mice,APP,APP,SMA,VRK1,VRK1,amyloid-β precursor protein,cellular proliferation,VRK1,neuronal migration,cell,neuronal migration,Vrk1,nuclear serine/threonine protein kinase,microcephaly,neuronal migration,proliferation,Spinal muscular atrophy,human,protein",25609612
Spatiotemporal Regulation of Rho GTPases in Neuronal Migration.,"Rho GTPases,Neuronal Migration,Regulation,brain,brain development,cytoskeletal,transition,translocation,Rac,cytoskeletal,Cdc42,microtubule,movement,Rho GTPases,neuronal migration,Neuronal migration,Rho GTPases,extracellular,regulation,neurons,locomotion,RhoA,neuronal migration",31185627
A vascular perspective on neuronal migration.,"vascular,neuronal migration,blood vessels,ischemic stroke,cells,tumor cells,astrocytes,migration,neurons,neuronal migration,vessels,cerebral,invasion,migration,birth,glia,neurons,locomotion,CNS,CNS development,neuroblast,migration,glia,neurogenesis,cellular,neuroblast,pathological processes,glioma,neuronal migration,migration,vascular,axons,cells,migration,neuronal migration,glial,tumor",26192337
Neuregulin1 alpha activates migration of neuronal progenitors expressing ErbB4.,"migration,ErbB4,neuronal migration,ErbB4 isoforms,neuronal migration,migration,development,phosphorylation,development,EGF,EGF-like domain,cortex,rat,neuronal migration,eminences,AKT,nervous,ErbB4 isoforms,ganglionic,cyt2,expressed,ErbB4,central nervous system,NRG1 isoforms,development,schizophrenia,signal transduction pathways,ErbB4 isoforms,ErbB4 isoforms,neuronal migration,ligand,ErbB4 isoforms",27989735
Microtubules and motor proteins support zebrafish neuronal migration by directing cargo.,"Microtubules,neuronal migration,zebrafish,proteins,dynein,neuronal migration,Cadherin-2,imbalance,migration,microtubules,microtubules,Golgi apparatus,neurons,kinesin-1,motility,microtubules,Neuronal migration,microtubules,centrosome,formation,motility,migration,microtubules,brain,development,kinesin,neurons,protein distribution,embryos,nuclei,move,apparatus,neuronal migration,protein,dynein,nucleus,zebrafish,migration,cell type,endosome,hindbrain",32668451
Postnatal neuronal migration in health and disease.,"neuronal migration,reaching,brain,neuroblast migration,formation,ventricular,neuronal migration,migration,neuronal migration,neuroblast,functional recovery,neuroblasts,migration,regeneration,neuroblasts",32717548
Neuronal Migration Dynamics in the Developing Ferret Cortex.,"Neuronal Migration,Ferret,Cortex,pallium,neurons,glia,migration,neurons,neuronal migration,brain,ferret,neurons,neurons,cortical,neurons,ventricular,neuronal migration disorders,neurons,migration,cortex,glial,neurons,cortical,ferret,reach,neurogenesis,neurons,neuronal migration,cortex,pathways,cortical,development,migration,reach,layer,neuronal migration,brain",26490868
A balancing Akt: How to fine-tune neuronal migration speed.,"balancing,neuronal migration,movement,pathway,PDK1,Akt,mouse,cortical,neuronal migration,brain,neuronal migration,cytoplasmic,cytoplasmic,PDK1,neocortex,layers,Akt,brain surface,centrosome,cytoplasmic dynein/dynactin complex,cytoplasmic dynein/dynactin complex,layering,migration,progenitor cells,migration,malformation,cortical,cortex,pathway,dynactin complex,nucleus,microtubules,Akt,cortical,reach,dynein,signaling pathway,neurons,cells set,dynein,migration,regulation,Akt,neurons,cell,signaling,PDK1,formation,stem,neuronal migration,dynactin complex",28405587
Asymmetry of Radial and Symmetry of Tangential Neuronal Migration Pathways in Developing Human Fetal Brains.,"Pathways,Human,Fetal,Neuronal Migration,Brains,human,migration,development,brain,pathways,brains,neuronal migration,migration,migration,humans,neuronal migration,fiber,pathways,pathways,fetal,migration,pathways,neurons,formation,pathways,proliferation,brain,brains,pathways,pathways,neuronal migration,pathways,migration,neuronal migration,pathways,migration,migration,migration,pathways,neuronal migration,pathways,entire brain,pathways,fixed",26834572
In utero Exposure to Anesthetics Alters Neuronal Migration Pattern in Developing Cerebral Cortex and Causes Postnatal Behavioral Deficits in Rats.,"Neuronal Migration,Cerebral Cortex,Rats,Behavioral,Anesthetics,utero,neurons,Behavioral,fetal,reelin and glutamic acid decarboxylase 67,brains,oxygen,neuronal migration,cerebral,bromodeoxyuridine,anesthetics,propofol,rats,E16,fetus,proteins,expression,anesthetics,isoflurane,utero,isoflurane,fetal development,ventricles,neuronal migration,fetal,glutamic acid,proliferative,rats,cortical,brains,neurons,layers,neuronal migration,cortical,label,embryonic,neurons,fetal,cortical,brain,anesthesia,white matter",31220224
Coactosin-like protein 1 inhibits neuronal migration during mouse corticogenesis.,"Coactosin-like protein 1,mouse,neuronal migration,protein,actin-depolymerizing factor,soluble fraction,cells,Cotl1,Neuronal migration,neurons,ADF,Cotl1,Cotl1,neuronal migration,impaired,F-actin,neuronal migration,regulation,overexpression,morphogenesis,protein,cytoskeletal,Cotl1,Cotl1,cofilin,Cotl1,neurons,binds,expression,overexpression,Cotl1,Cotl1,Coactosin-like protein 1,mouse,regulation of neuronal migration,neurons,Dictyostelium discoideum",28385010
The neuronal migration hypothesis of dyslexia: A critical evaluation 30 years on.,"dyslexia,neuronal migration,fresh,migration,neuronal migration,neuronal migration,humans,dyslexia,developmental dyslexia,cognition,gene function,neurons,neocortex,dyslexia,human,impaired,neuronal migration,dyslexia,evolution,dyslexia,human",30218584
A novel LGI1 missense mutation causes dysfunction in cortical neuronal migration and seizures.,"seizures,LGI1,cortical,missense mutation,neuronal migration,autosomal dominant partial epilepsy with auditory features,autosomal,pathogenesis",31301272
