Hes5 regulates the transition timing of neurogenesis and gliogenesis in mammalian neocortical development.,"transition,gliogenesis,Hes5,neurogenesis,development,mice,Hgma genes,brain,Hes5,neurons,development,cells,Hes genes,suppression,Hes5,central nervous system,transition,neurogenesis,progenitor cells,transition,embryonic,layer,differentiation,Hes5,transgenic mice,layer,Hes,neurons,expression,gliogenesis,mice,neurogenesis,gliogenesis,stem,neurons,gliogenesis,transition,nervous,brain,neocortex,layer,neurogenesis,Hes5,development,layer,expression,Hes5",28851724
Regulation of Gliogenesis by <i>lin-32</i>/Atoh1 in <i>Caenorhabditis elegans</i>.,"Regulation of Gliogenesis,Atoh1,Caenorhabditis elegans,lin,mutant,gliogenesis,embryonic development,glia,embryonic,lin,lin,lin,lin,regulation of gliogenesis,expression,lin,glia,gliogenesis,murine,glial,nervous,nervous system,lin,cells,glia,cnd,nervous system,cells,glial,murine Atoh1,nervous system development,glial,Neurog1,Atoh1",32665354
Nuclear factor-kappaB regulates multiple steps of gliogenesis in the developing murine cerebral cortex.,"cerebral cortex,gliogenesis,Nuclear factor-kappaB,murine,gene expression,cells,glial,NF-κB,inhibitor,mouse,oligodendrocyte,murine,astrocytes,cells,progenitor cells,cerebral cortex,formation,transition,NF-κB,NF-κB,NF-κB,differentiation,cells,oligodendrocyte development,progenitor cells,gliogenesis,NF-κB,Nuclear factor-kappaB,NF-κB,gliogenesis,NF-κB,glial cell differentiation,cerebral cortex,expression,oligodendrocyte,differentiation,glial fibrillary acidic protein,protein,glial cell",30338559
Exposure to the ROCK inhibitor fasudil promotes gliogenesis of neural stem cells in vitro.,"inhibitor,ROCK,neural stem cells,gliogenesis,cells,differentiation,expression,repair,Sox2,neurogenesis,protein kinase,cerebral,cellular,inhibitor,C17.2,NSCs,Rho-associated protein kinase,ROCK,cells,movements,neural stem cells,NSCs,differentiation,differentiation,expression,Parkinson's disease,cerebellar,differentiation,differentiation,gliogenesis,neurological disorders,stroke,mouse,lateral ventricles,subarachnoid hemorrhage,gliogenesis",29448133
SHP2 mutations induce precocious gliogenesis of Noonan syndrome-derived iPSCs during neural development in vitro.,"SHP2,neural development,Noonan syndrome,gliogenesis,Src homology 2 domain-containing protein tyrosine phosphatase 2,tyrosine,SHP2,developmental disorder,Noonan syndrome,phosphatase,NS,NS,SHP2,protein",32493428
Developmental dynamics of neurogenesis and gliogenesis in the postnatal mammalian brain in health and disease: Historical and future perspectives.,"brain,neurogenesis,gliogenesis,NSCs,Cells,Cells,Cells,Regeneration,glia,neural stem cells,brain,Stem Cells,repair,gliogenesis,brain,organ,Tissue,Stem Cells,brain disorders,brain,NSCs,Tissue,brain,Stem Cell Differentiation,Cells,Cells,brain,Regeneration,Regeneration,neurons,Stem Cell,Regeneration,neurogenesis,brain function,Tissue,Cells,neurons,Stem Cells,era,cells,Tissue,Regeneration,Stem Cells,brain,humans,brain,Stem Cells,Stem Cells,glia,Tissue,rigid,cellular,brain,cells",31825170
Toward a better understanding of enteric gliogenesis.,"gliogenesis,neural crest,development,signaling,neurons,gliogenesis,stem cell,cell,cell,gliogenesis,formation,nervous,glial cell,enteric nervous system,crest,Notch,NR2F1 transcription factor,cells,transcription,cell,pathways,Hedgehog,ENS,ENS,cells,glial cells,signaling,ENS,glial cell,formation",28352645
MAZ mediates the cross-talk between CT-1 and NOTCH1 signaling during gliogenesis.,"CT-1,NOTCH1,gliogenesis,signaling,MAZ,cross-talk,ADAM10,glia,signaling,cardiotrophin-1,NOTCH1,signaling,Myc-associated zinc finger protein,finger,stem,brain,NOTCH1,Neurons,NOTCH1,zinc,progenitor cells,NOTCH1,protein,secreted,signaling,NOTCH1,transcriptional,gliogenesis,human,JAK,brain,CT-1,cells,gliogenesis,signaling,gliogenesis,cells,transcription,cells,CT-1,NOTCH1,up-regulation,signaling,ADAM10,differentiated,glia,gliogenesis,CT-1,neurogenesis,brain development,STAT,MAZ,brain functions",26867947
Delayed but not loss of gliogenesis in Rbpj-deficient trigeminal ganglion.,"ganglion,Rbpj,trigeminal ganglion,gliogenesis,development,gliogenesis,gliogenesis,glial cells,neural crest stem cells,Notch receptors,NCCs,ganglion,DRG,glial cells,cells,stem cells,Rbpj,ganglia,TG,DRG,trigeminal ganglion,cells,TG,TG,Rbpj,ganglion,DRG,ganglia,gliogenesis,Notch,cells,dorsal root ganglion,gliogenesis,TG,neurogenesis,neural crest,TG,Rbpj,Rbpj,Rbpj,NCCs",23826407
Gliogenesis in lampreys shares gene regulatory interactions with oligodendrocyte development in jawed vertebrates.,"Gliogenesis,oligodendrocyte development,oligodendrocyte,glia,evolution,cells,nervous,development,oligodendrocytes,nervous system,axons,myelin,development,expressed,cells,oligodendrocytes,nervous,nervous,development,oligodendrocyte,CNS,differentiation,glial cells,oligodendrocyte development,expression,development,Nkx2.2,development,oligodendrocytes,Glial cells,oligodendrocytes,axons,central nervous system,nervous system,neural tube,sea lamprey,SoxE genes,evolution,oligodendrocyte,gliogenesis,glial,PDGFR,cells,myelinated,layer",29981309
Valproic Acid Exposure during Early Postnatal Gliogenesis Leads to Autistic-like Behaviors in Rats.,"Autistic,Behaviors,Gliogenesis,Rats,Valproic Acid,gliogenesis,VPA,glial,rats,cortical,gliogenesis,proliferation,valproic acid,behaviors",27776385
Early postnatal in vivo gliogenesis from nestin-lineage progenitors requires cdk5.,"cdk5,gliogenesis,gliogenesis,gliogenesis,ontogeny,cells,cortical,astrocytes,neuronal migration,differentiation,YFP,cells,nestin,gliogenesis,transgenic mice,proliferative,cell cycle,hippocampus,brain development,Cdk5,development,brain,development,oligodendrocytes,cells,embryogenesis,cortical,nestin,embryonic,nestin,oligodendrocytes,Cdk5,Cdk5,cell death,nestin,regulation,astrocytes,YFP,hippocampus,astrocytes,cell,cell cycle control,corpus callosum,gene deletion,P21,oligodendrocytes,cell,neurogenesis,cortex,cortical,gliogenesis,Cyclin dependent kinase 5,P14,cells,brain,cells,Cdk5,cortex,cells,Cdk5,cells,Cdk5,Cyclin,gliogenesis,neurons,CDK5,nestin,tamoxifen,recombination,hippocampal,CDK5,glial cells,oligodendrocytes",23991155
Zbtb20 Regulates Developmental Neurogenesis in the Olfactory Bulb and Gliogenesis After Adult Brain Injury.,"Zbtb20,Gliogenesis,Olfactory Bulb,Neurogenesis,Brain,Olfactory,Zbtb20,neurons,ischemia,neurons,Zbtb20,gliogenesis,neurons,Zbtb20,TF Zbtb20,transition,neurogenesis,hippocampal,embryogenesis,astrocytic,Zbtb20 loss,neurogenesis,transcription factor (TF) Zbtb20,neurogenesis,cerebral,cells,regulation of neurogenesis,progenitor cells,lateral ventricles,expression,expression,forebrain,transcription,expressed,cerebral ischemia,glial,interneurons,astrocytic,Zbtb20,TF Zbtb20,olfactory bulb,cortical,cells,embryonic,cells,gliogenesis,brain,mice,Tbr2,olfactory,Zbtb20,progenitor cells",29748916
Proliferative cells in the rat developing neocortical grey matter: new insights into gliogenesis.,"gliogenesis,cells,rat,Proliferative,grey matter,development,Olig2,cells,astrocytes,oligodendrocytes,microglial,brain development,cells,cell,cells,Cell,oligodendrocytes,brain,endothelial,proliferation,oligodendrocytes,astrocytes,S100β,neurons,grey matter,grey matter,cell,proteins,grey matter,birth,development,cells,cells,proliferation,NG2,glial cells,glial,cortical",30132245
Neurogenesis and Gliogenesis in Nervous System Plasticity and Repair.,"Nervous System,Neurogenesis,Repair,Gliogenesis,Nervous,neurogenesis,cells,brain,humans,neurons,glial cells,neural plasticity,cells,gliogenesis,brain,human,cell,neural plasticity,repair",27298094
BET bromodomain inhibition promotes neurogenesis while inhibiting gliogenesis in neural progenitor cells.,"inhibition,neurogenesis,progenitor cells,cells,BET,gliogenesis,neurogenesis,proteins,NPC,inhibition,BET,astrocytes,differentiation,Brd3,Gene expression,gliogenesis,progenitor cells,neurodegenerative diseases,inhibition,BET,Brd4,BET proteins,protein,NPC,neurons,transcription,medicine,differentiation,Neural stem cells,proteins,neurons,development,BET,neuron,BET,inhibitor,cells,cells,transplanted,BET bromodomain proteins,cell cycle,neurogenesis,BET,BET,oligodendrocytes,inhibitors,neurodegenerative diseases,CNS,neurogenesis,cell cycle progression,brain",27591477
Extracellular matrix-inducing Sox9 promotes both basal progenitor proliferation and gliogenesis in developing neocortex.,"Extracellular matrix,neocortex,gliogenesis,proliferation,Extracellular,Sox9,Sox9,transcription,neocortex,expressed,layer,extracellular,Sox9,neuron,Sox9,embryonic,BPs,embryonic,neuron,neocortex,gliogenesis,expression,exerts,laminin,extracellular matrix,signaling,human,BPs,Sox9,transcription,Olig2,cell,ferret,proliferative,Sox9,expression,expressed,Sox9,expression,ferret,proliferation,proliferation,proliferation,ECM,cell fate,cell,basal progenitors,proliferation,expression,proliferation,mouse,mouse,Tbr2,Neocortex,ECM",32191207
Rapid induction of gliogenesis in OLIG2 and NKX2.2-expressing progenitors-derived spheroids.,"NKX2.2,gliogenesis,OLIG2,chemical homeostasis,central nervous system,Cerebral,cells,cells,glial cells,brain,organoids,cell,cells,human,NKX2.2,expression,glia,neurodegenerative diseases,Glial cells,brain,patient,brain,oligodendrocytes,astrocytes,gliogenesis,pluripotent stem cells,organoids,oligodendrocytes,human,glial,OLIG2,human,nervous,human,astrocytes",32716131
"<i>Drosophila</i> Embryonic CNS Development: Neurogenesis, Gliogenesis, Cell Fate, and Differentiation.","Embryonic,CNS Development,Gliogenesis,Cell,CNS,Cell Fate,Neurogenesis,Differentiation,nervous system,organ,gliogenesis,CNS,embryonic,differentiation,development,cell fate specification,CNS,CNS,neurons,glia,CNS development,CNS,cell,nervous,CNS development,neurogenesis,nervous,CNS development,central nervous system",31796551
Gliogenesis in the outer subventricular zone promotes enlargement and gyrification of the primate cerebrum.,"Gliogenesis,enlargement,cerebrum,neuronal growth,development,enlargement,glial cells,Pax6,neurogenesis,formation,cortex,white matter,gliogenesis,oligodendrocytes,embryonic,amplification,cerebrum,development,cortical,astrocytes,neurons,neurons,cerebral,formation,formation,white matter,oligodendrocytes,cortical,neurogenesis,cells,neurons,neuropil,cerebral,astrocytes,dendrites,sup,subcortical,cerebrum,cerebrum,cerebrum,layers",30894491
Effects of Erythropoietin on Gliogenesis during Cerebral Ischemic/Reperfusion Recovery in Adult Mice.,"Mice,Erythropoietin,Cerebral,Gliogenesis,glia,cerebral,mice,EPO,MCAO,microglia,rats,Erythropoietin,Brain tissue,oligodendrocytes,Neurological function,microglia,EPO,hematoxylin,microglia,astrocytes,gliosis,microglia,EPO,white matter,MCAO,EPO,hypertrophy,Brain tissue,Bromodeoxyuridine,EPO,white matter,microglial,ischemic stroke,cells,EPO,microglia,mice,white matter,macrophages,BrdU,cerebral ischemia,astrocytes,hyperplasia,EPO,oligodendrocytes,MCAO,EPO,white matter,microglia,ischemic stroke,middle cerebral artery occlusion",28840056
Concerted control of gliogenesis by InR/TOR and FGF signalling in the Drosophila post-embryonic brain.,"gliogenesis,signalling,embryonic,brain,TOR,brain,cortex,cortex,glia,glia,TOR,signalling,FGF receptor,glial cell,gliogenesis,TOR,brain,development,embryonic,brain,glial,post-embryonic development,cortex,cells,gliogenesis,Fibroblast,glia,embryonic,pathways,proliferation,rapamycin,FGF,development,glia,clonal,embryonic,Cortex,pathway,proliferation,brain,nervous system,glia,FGF,InR,nervous,InR,expression,pan,glia,growth,gliogenesis,FGF,gliogenesis,/Target of rapamycin,Glial cells,cortex,embryonic,Insulin-like receptor,glia,Fibroblast growth factor,pathway,expression,neurogenesis,cortex,proliferation,cell,glial,FGF,Insulin,cell type,inhibition,glia,glia proliferation,cortex,cell division,inhibition,signalling,receptor ligand,TOR,glia,signalling,pathway,clonal,glia",22745312
Multiple intrinsic factors act in concert with Lhx2 to direct retinal gliogenesis.,"gliogenesis,Lhx2,retinal,differentiation,formation,Notch,Notch,Sox2,overexpression,Lhx2,gliogenesis,Plagl1,glial cell,Sox9,LIM homeodomain factor,Lhx2,cells,amacrine cell,signaling,gliogenesis,formation,Sox9,cells,Müller marker P27,retinas,gliogenic factors,cell type,retina,progenitor cells,Lhx2,glia,development,differentiation,Lhx2,expression,LIM,cell,retinas,Lhx2,Sox8,expression,retinal,cells,cells,Lhx2,transcriptional,signaling,overexpression,formation,Kip1,Lhx2",27605455
Neuronal Activity-Dependent Control of Postnatal Neurogenesis and Gliogenesis.,"Gliogenesis,Neurogenesis,neurons,NSC,central nervous system,white matter,brain,differentiation,embryonic,neurotransmitter,cellular,progenitor cell,oligodendroglia,effort,differentiation,nervous system,neural stem cell,cell,glia,proliferation,brain,glial,gliogenesis,cell,nervous,oligodendrocyte,neurogenesis,central nervous system development,proliferation,NSC,cellular,neurons",29618286
Xenopus NM23-X4 regulates retinal gliogenesis through interaction with p27Xic1.,"gliogenesis,retinal,Xenopus NM23-X4,cell cycle,neurogenesis,cyclin dependent kinase inhibitor,neurogenesis,gliogenesis,retinogenesis,cell fate,gliogenesis,cell cycle regulation,Xenopus cyclin dependent kinase,cell",19123928
Thoracic rat spinal cord contusion injury induces remote spinal gliogenesis but not neurogenesis or gliogenesis in the brain.,"gliogenesis,Thoracic,cord,rat spinal cord,rat,brain,gliogenesis,neurogenesis,injury site,cervical spinal cord,brain,cells,neural cell,BrdU,progenitor cells,hippocampus,thoracic,cell,nervous,cord,doublecortin,BrdU/neuronal nuclear antigen,bromodeoxyuridine,cells,cells,central nervous system,Neurogenesis,cell,spontaneous recovery,cord,brain,spinal cord,thoracic spinal cord,axons,glia,cord,neurons,cervical spinal cord,motor cortex,neurons,spontaneous recovery,corpus callosum,cervical spinal cord,neurogenesis,cord,cord,thoracic,rats,brain and spinal cord,neuroblasts,gliogenesis,Gliogenesis,thoracic spinal cord,dentate gyrus,label,spinal cord,BrdU,cord,cord,antigen,rats,cord",25050623
Correction to: SHP2 mutations induce precocious gliogenesis of Noonan syndrome-derived iPSCs during neural development in vitro.,"SHP2,neural development,Noonan syndrome,gliogenesis,nothingggggggg",32669122
Sox9 and NFIA coordinate a transcriptional regulatory cascade during the initiation of gliogenesis.,"transcriptional,Sox9,gliogenesis,NFIA,Transcriptional,transcription,gliogenesis,gliogenesis,transcription,Sox9,Apcdd1,gliogenesis,gliogenesis,glial,CNS,neural stem cell,neurogenesis,transcriptional,glial,metabolic,differentiation,NFIA,cellular,NFIA,development,development,nervous,central nervous system,Mmd2,cell,glial,Sox9",22500632
Inositol monophosphatase 1 (IMPA1) mutation in intellectual disability patients impairs neurogenesis but not gliogenesis.,"Inositol monophosphatase 1,IMPA1,intellectual disability,gliogenesis,neurogenesis,Inositol,apoptosis,ID,inositol,neurons,cell cycle arrest,ID,myo-inositol,cell cycle,cells,differentiation,glial,ID,hippocampal,astrocyte differentiation,biosynthesis,differentiated,gene expression,IMPA1,IMPA1,patient,pluripotent stem cells,polyphosphates,proliferation,IMPA1,inositol,glial,intellectual disability,media,differentiation,neurogenesis,neurons,neurons,signaling pathway,pathways,progenitor cells,phosphatidylinositol,cells,IMPA1,cell cycle,astrocyte,NPC,IMPA1,upregulation,cells,dentate gyrus,inositol,cell cycle progression,progenitor cells,astrocytes,differentiation,IMPA1,inositol monophosphatase 1",32839513
Is the anatomical distribution of low-grade gliomas linked to regions of gliogenesis?,"gliomas,gliogenesis,gliomas,stem cell,cells,gliomas,hippocampus,human,cell,formation,brain",31983026
Lhx2 Is an Essential Factor for Retinal Gliogenesis and Notch Signaling.,"Retinal,Signaling,Notch,Lhx2,Gliogenesis,mouse retina,LIM homeodomain transcription factor,Lhx2,cell type,effector,retina,gliogenesis,transcription,pathway,development,Lhx2,Notch,retinal regeneration,gene expression,mouse,Notch pathway genes,glial cell,signaling,LIM,Notch1,Notch pathway genes,Hes5,Notch,Hes1,Notch signaling pathway,stem cells,progenitor cells,homeostasis,retinal,pathway,differentiated,Notch,Lhx2,cells,pathway,retinal,expression,pathway,signaling pathway,gliogenic transcription factors,Dll1,development,development,neurons,glia,Sox8,retinal,transcription,gene expression,Lhx2,gliogenesis,progenitor cells,Rax,Lhx2,Lhx2,expression,Hes5,retinal,proliferation,retinal,cells,Notch,cells,Notch,Notch,terminal differentiation,transcriptional,expression,differentiation,downregulation,Dll3",26911688
Juvenile cannabinoid treatment induces frontostriatal gliogenesis in Lewis rats.,"gliogenesis,rats,cannabinoid,striatum,metabolism,metabolism,sensorimotor gating,synthetic cannabinoid,DA,cannabinoid,PFC,prefrontal cortex,DA,dopamine,oligodendroglia,behavioral,gliogenesis,Rats,cannabinoid,agonist,behavioral,rats,behavioral,resistance,rats,cells,Cannabis abuse,pathways,schizophrenia,cannabinoid,schizophrenia,WIN,DA",24630433
Quantitative analysis reveals dominance of gliogenesis over neurogenesis in an adult brainstem oscillator.,"brainstem,neurogenesis,gliogenesis,glia,cells,nucleus,neural network,proliferating cell nuclear antigen,cells,nucleus,neurons,cell,progenitor cells,BrdU,astrocytes,adaptation,glia,cells,cells,migration,nucleus,neurons,cells,nucleus,antigen,expression,Sox2,brain region,gliogenesis,cells,progenitor cells,pulse,tissue,growth,glia,brainstem,expression,brain,interneurons,neurons,stem,cells,stem,cell,Apteronotus leptorhynchus,sexual maturation,cells",24639054
Hedgehog/Notch-induced premature gliogenesis represents a new disease mechanism for Hirschsprung disease in mice and humans.,"humans,Hirschsprung disease,Notch,Hedgehog,gliogenesis,mice,bowels,neural crest,proliferation,HSCR,signaling,gliogenesis,expression,Notch,gliogenesis,crest,DLL3,delta-like 3,genetic disorder,PTCH1,HSCR,pathways,Hirschsprung,neural crest,gut,human,enteric nervous system,glial cell differentiation,ganglia,Dll1,HSCR susceptibility genes,Hedgehog,HSCR,mouse,HSCR,glial cell,differentiation,Hedgehog,PTCH1,mutant,Ptch1,HSCR,crest,Notch,HSCR,Patched,DLL3,Dll1,enteric nervous system development,hindgut,pathway,Notch,Notch,gliogenesis,gliogenesis,signaling molecules,pathway,cells,Hedgehog,Notch",21841314
Understanding the effects of air pollution on neurogenesis and gliogenesis in the growing and adult brain.,"brain,air,neurogenesis,gliogenesis,DNA methylation,embryonic,neural stem cell,neurogenesis,extracellular,cell,vesicles,growth,myelination,brain,neurons,CNS development,air,microglia,synaptogenesis,brain,amplification,neurodevelopment,integration,parenchyma,maturation,neurogenesis,maturation,CNS",31896533
Aberrant Oligodendrogenesis in Down Syndrome: Shift in Gliogenesis?,"Gliogenesis,Down Syndrome,impaired,pathways,pathways,myelin,multiple sclerosis,myelin sheaths,pro,glial cell,oligodendrocytes,cells,DS,Down syndrome,DS,cell,malformations,oligodendrocytes,demyelinating diseases,brains,white matter,ID,DS,brain,cells,cell,CNS,brains,imbalance,DS,DS,nervous,cell,trisomy 21,white matter,hypomyelination,mouse,chromosomal,brain function,cognitive impairment,differentiation,astrocytes,neurons,white matter,intellectual disability,development,central nervous system,glial cells,astrogliosis,human,formation",31817891
Aβ42 Peptide Promotes Proliferation and Gliogenesis in Human Neural Stem Cells.,"Peptide,Gliogenesis,Proliferation,Human,Aβ42 Peptide,Cells,Neural Stem Cells,physiological processes,differentiation,peptide,AD,Amyloid,development,brain,glial cell,cell,AD,Alzheimer's disease,cell fate specification,cell,brains,cells,inhibition,glial,proliferation,brain development,cells,cell death,embryonic,brain,cell,human,glial,cell line,neural stem cells,differentiation,cell,expression,apoptotic cell death,proliferation,cell proliferation,amyloid plaques,cellular,development,cells,DNA damage",30259399
"QDPR homologues in Danio rerio regulate melanin synthesis, early gliogenesis, and glutamine homeostasis.","glutamine,melanin,homeostasis,melanin synthesis,gliogenesis,Danio rerio,cells,proliferation,pigmentation,differentiation,cofactor,expression,transition,neurological symptoms,serotonin,microcephaly,hypotonia,zebrafish QDPR homologues,proliferative,zebrafish,proliferative,phenylalanine,pro,Glutamine,zebrafish,embryonic development,tetrahydrobiopterin,up-regulation,phenylalanine metabolism,QDPR,neuropathogenesis,optic tectum,Dihydropteridine,phenylalanine,eye,QDPR,cell,QDPR deficiency,seizures,expressed,Expression,eye,cell proliferation,intellectual disability,BH4,hypokinesia,dopamine,embryonic,tectum,QDPR deficiency,Dihydropteridine reductase,embryos,QDPR,phenylalanine metabolism",30995231
[Neurogenesis and gliogenesis modulation in cerebral ischemia by CDK5 RNAi-based therapy].,"RNAi,Neurogenesis,CDK5 RNAi,gliogenesis,cerebral ischemia,cerebral,death,neural cell,cyclin-dependent kinase 5,physical disability,Cerebral ischemia,Cerebral,cerebral ischemia,cell,cyclin-dependent kinase,cerebral,CDK5",30335244
Bone morphogenetic proteins regulate enteric gliogenesis by modulating ErbB3 signaling.,"Bone,gliogenesis,Bone morphogenetic proteins,ErbB3,proteins,signaling,GGF2,GDNF,proliferation,cell,glial,BMP4,translocation,SMAD proteins,proteins,gliogenesis,GGF2,GGF2,differentiation,glial,growth,glial cell,gliogenesis,gliogenesis,bone,withdrawal,antagonist,proteins,BMP4,mice,ErbB3 transcripts,cells,BMP antagonist,ErbB3 ligand,bone morphogenetic proteins,ErbB3,ligand,apoptosis,neurogenesis,neuregulin receptor ErbB3,glial,Noggin,dependence,glial growth factor 2,bowel,proliferation,ErbB3 ligands,expression,proliferation,noggin,glial,glial,glial,rat,differentiation,expression,GGF2,gut,mice,glia,GGF2,fetal,glial cell derived neurotrophic factor,gliogenesis,GGF2,BMP,neural crest-derived cell,neuron,expressed,E14,nuclear translocation",21094638
Over-Expression of Meteorin Drives Gliogenesis Following Striatal Injury.,"Gliogenesis,Expression,neurons,striatum,cells,proteins,brain,Birth,neurons,BrdU,differentiated,neurogenesis,Meteorin,Meteorin,stroke,gliogenesis,expressed,signaling,Meteorin,neurogenesis,brain,tissue,bromo-deoxy-uridine,proliferative,glial,migration,white matter",27458346
